gene	sym	Variance
ENSG00000010270	STARD3NL	0.0786145253525724
ENSG00000010278	CD9	0.0183454400934339
ENSG00000010292	NCAPD2	0.0112779835405792
ENSG00000010295	IFFO1	0.0270882544586077
ENSG00000010310	GIPR	0.00235972897399954
ENSG00000010318	PHF7	0.0149659151776395
ENSG00000010319	SEMA3G	0.00012484499921565
ENSG00000010322	NISCH	0.0340581550932613
ENSG00000010327	STAB1	0.00807739819093128
ENSG00000010361	FUZ	0.0133978245512098
ENSG00000010379	SLC6A13	9.76824061505305e-05
ENSG00000010404	IDS	0.138109933409174
ENSG00000010438	PRSS3	0.000237641188063548
ENSG00000010539	ZNF200	0.0169951869458508
ENSG00000010610	CD4	0.0914242626868168
ENSG00000010626	LRRC23	0.0181724323858395
ENSG00000010671	BTK	0.0566848483435155
ENSG00000010704	HFE	0.00334197549096063
ENSG00000010803	SCMH1	0.0130530537816676
ENSG00000010810	FYN	0.265592609541203
ENSG00000010818	HIVEP2	0.0180621932356488
ENSG00000010932	FMO1	0.000352867511689568
ENSG00000011007	TCEB3	0.0305328368884476
ENSG00000011009	LYPLA2	0.0791176027120362
ENSG00000011021	CLCN6	0.00962426985347326
ENSG00000011028	MRC2	0.000681011233631556
ENSG00000011052	NME1-NME2	0.000160123621783761
ENSG00000011105	TSPAN9	0.000704748860115062
ENSG00000011114	BTBD7	0.0338003327673824
ENSG00000011132	APBA3	0.0294323762975617
ENSG00000011143	MKS1	0.00761033607523717
ENSG00000011198	ABHD5	0.0197293793263108
ENSG00000011201	ANOS1	5.06282652309934e-05
ENSG00000011243	AKAP8L	0.0529519800788951
ENSG00000011258	MBTD1	0.0145595742445666
ENSG00000011260	UTP18	0.066064489549366
ENSG00000011275	RNF216	0.0670314193124914
ENSG00000011295	TTC19	0.18572189479671
ENSG00000011304	PTBP1	0.122425402801593
ENSG00000011332	DPF1	0.000411365926843344
ENSG00000011376	LARS2	0.00404663142227191
ENSG00000011405	PIK3C2A	0.0182891477767586
ENSG00000011422	PLAUR	0.030345382313169
ENSG00000011426	ANLN	0.000159674186730927
ENSG00000011451	WIZ	0.00597247777522304
ENSG00000011454	RABGAP1	0.0209348091826803
ENSG00000011478	QPCTL	0.00234084917852214
ENSG00000011485	PPP5C	0.0250554637357328
ENSG00000011523	CEP68	0.0402356047978108
ENSG00000011566	MAP4K3	0.00321925114397471
ENSG00000011590	ZBTB32	0.00732103902892161
ENSG00000011600	TYROBP	2.16243410609524
ENSG00000011638	TMEM159	0.0181348242459834
ENSG00000011677	GABRA3	6.94510340799919e-05
ENSG00000012048	BRCA1	0.00525256793173426
ENSG00000012061	ERCC1	0.0852566948130781
ENSG00000012124	CD22	0.100625247845469
ENSG00000012171	SEMA3B	0.000221784648289892
ENSG00000012174	MBTPS2	0.00999832142122162
ENSG00000012211	PRICKLE3	0.00336618805724971
ENSG00000012223	LTF	0.000109874455701606
ENSG00000012232	EXTL3	0.00923445257168132
ENSG00000012660	ELOVL5	0.140922699268531
ENSG00000012779	ALOX5	0.045469493433957
ENSG00000012817	KDM5D	0.0519444137181728
ENSG00000012822	CALCOCO1	0.0583564824540612
ENSG00000012963	UBR7	0.0158453947862752
ENSG00000012983	MAP4K5	0.0208479174718516
ENSG00000013016	EHD3	0.00324583096347895
ENSG00000013275	PSMC4	0.0905151705983921
ENSG00000013288	MAN2B2	0.0213311291769432
ENSG00000013293	SLC7A14	0.000807899133568076
ENSG00000013297	CLDN11	7.83316763183405e-08
ENSG00000013306	SLC25A39	0.118413500744169
ENSG00000013364	MVP	0.10127112613641
ENSG00000013374	NUB1	0.0828933808453936
ENSG00000013375	PGM3	0.00916830435722134
ENSG00000013392	RWDD2A	0.00592474373450661
ENSG00000013441	CLK1	0.170672539603322
ENSG00000013503	POLR3B	0.00469203940520013
ENSG00000013523	ANGEL1	0.00496097294832417
ENSG00000013561	RNF14	0.030838563721922
ENSG00000013563	DNASE1L1	0.0166099840010671
ENSG00000013573	DDX11	0.0218476396159562
ENSG00000013583	HEBP1	0.0383489196596618
ENSG00000013619	MAMLD1	0.000409707082407943
ENSG00000013725	CD6	0.184592064808477
ENSG00000013810	TACC3	0.0597693894328826
ENSG00000014123	UFL1	0.0408912706117042
ENSG00000014138	POLA2	0.00945279966278269
ENSG00000014164	ZC3H3	0.0263975029032033
ENSG00000014216	CAPN1	0.114175133198938
ENSG00000014257	ACPP	0.00208119876639948
ENSG00000014641	MDH1	0.110157833789432
ENSG00000014824	SLC30A9	0.0236074572736811
ENSG00000014914	MTMR11	0.0177201985070693
ENSG00000014919	COX15	0.0178338387300414
ENSG00000015133	CCDC88C	0.130178842034378
ENSG00000015153	YAF2	0.0809883401686728
ENSG00000015171	ZMYND11	0.0332019035128894
ENSG00000015285	WAS	0.221641311966493
ENSG00000015475	BID	0.100690854626481
ENSG00000015479	MATR3	0.00613940479374717
ENSG00000015532	XYLT2	0.0100193479619378
ENSG00000015568	RGPD5	0.00431510916108237
ENSG00000015592	STMN4	5.04418952821844e-05
ENSG00000015676	NUDCD3	0.0603613090444002
ENSG00000016082	ISL1	4.39452269091587e-05
ENSG00000016391	CHDH	0.00118087417172711
ENSG00000016864	GLT8D1	0.0410088387947133
ENSG00000017260	ATP2C1	0.0199497600969257
ENSG00000017427	IGF1	1.67923491937852e-06
ENSG00000017483	SLC38A5	0.0160467477740035
ENSG00000017797	RALBP1	0.0928924940262166
ENSG00000018189	RUFY3	0.0141664684231156
ENSG00000018236	CNTN1	8.07228797897443e-05
ENSG00000018280	SLC11A1	0.0678465907164522
ENSG00000018408	WWTR1	0.00011944359744142
ENSG00000018510	AGPS	0.0248697408843337
ENSG00000018610	CXorf56	0.0166255046283753
ENSG00000018625	ATP1A2	6.72555911342177e-05
ENSG00000018699	TTC27	0.0109311365398169
ENSG00000018869	ZNF582	0.00628861840541375
ENSG00000019102	VSIG2	0.00076973827229414
ENSG00000019144	PHLDB1	0.00178395695607884
ENSG00000019169	MARCO	0.00420772365757628
ENSG00000019186	CYP24A1	4.03310236165787e-05
ENSG00000019485	PRDM11	0.00158381689354742
ENSG00000019582	CD74	3.02344223633488
ENSG00000019991	HGF	0.00286329039608012
ENSG00000019995	ZRANB1	0.0147708275524823
ENSG00000020129	NCDN	0.00896796173552966
ENSG00000020181	ADGRA2	0.000917877636060748
ENSG00000020256	ZFP64	0.00897474380603065
ENSG00000020426	MNAT1	0.0358135873268941
ENSG00000020577	SAMD4A	0.00926085475453976
ENSG00000020633	RUNX3	0.16341854194082
ENSG00000020922	MRE11A	0.0337213584720913
ENSG00000021300	PLEKHB1	0.0391756234734164
ENSG00000021355	SERPINB1	0.223697147619731
ENSG00000021461	CYP3A43	0.000271537535425694
ENSG00000021574	SPAST	0.0130651648349837
ENSG00000021645	NRXN3	0.000124459505858184
ENSG00000021762	OSBPL5	0.0198914843408679
ENSG00000021776	AQR	0.0323809510957379
ENSG00000021826	CPS1	0.000755189098009619
ENSG00000022267	FHL1	0.027194261227343
ENSG00000022277	RTFDC1	0.152286713254307
ENSG00000022556	NLRP2	0.00280300112005287
ENSG00000022567	SLC45A4	0.0021240351235696
ENSG00000022840	RNF10	0.101682518592162
ENSG00000022976	ZNF839	0.00667734605658982
ENSG00000023041	ZDHHC6	0.0585153745704222
ENSG00000023171	GRAMD1B	0.00208650109045982
ENSG00000023191	RNH1	0.20182836177476
ENSG00000023228	NDUFS1	0.0307455620588236
ENSG00000023287	RB1CC1	0.056538285889139
ENSG00000023318	ERP44	0.112540792248689
ENSG00000023330	ALAS1	0.0157152604541234
ENSG00000023445	BIRC3	0.219354505099372
ENSG00000023516	AKAP11	0.0211608803281892
ENSG00000023572	GLRX2	0.016019068760479
ENSG00000023608	SNAPC1	0.0159640994075991
ENSG00000023697	DERA	0.0321286069728216
ENSG00000023734	STRAP	0.155407998353655
ENSG00000023839	ABCC2	0.000300687847312058
ENSG00000023892	DEF6	0.13501300038981
ENSG00000023902	PLEKHO1	0.0971089320006186
ENSG00000023909	GCLM	0.0385437201466147
ENSG00000024048	UBR2	0.0424234957417307
ENSG00000024422	EHD2	1.20460313613066e-05
ENSG00000024526	DEPDC1	9.08996192492049e-05
ENSG00000024862	CCDC28A	0.0583033901137579
ENSG00000025039	RRAGD	0.00456602093270427
ENSG00000025156	HSF2	0.0237011397129802
ENSG00000025293	PHF20	0.163213904096173
ENSG00000025423	HSD17B6	0.000589853088819809
ENSG00000025434	NR1H3	0.00513104255492872
ENSG00000025708	TYMP	0.345851678671781
ENSG00000025770	NCAPH2	0.0319200744738787
ENSG00000025772	TOMM34	0.0171438736979004
ENSG00000025796	SEC63	0.0787188439956965
ENSG00000025800	KPNA6	0.0573515731027873
ENSG00000026025	VIM	0.975077830056789
ENSG00000026036	RTEL1-TNFRSF6B	6.06591035074057e-05
ENSG00000026103	FAS	0.0218560720739153
ENSG00000026297	RNASET2	0.399292421760756
ENSG00000026508	CD44	0.471171250907678
ENSG00000026559	KCNG1	0.0124444162819287
ENSG00000026652	AGPAT4	0.0134437960043746
ENSG00000026751	SLAMF7	0.038694575330425
ENSG00000026950	BTN3A1	0.0710121343764994
ENSG00000027001	MIPEP	0.00792311011394856
ENSG00000027075	PRKCH	0.212442481369753
ENSG00000027644	INSRR	7.07443002148853e-05
ENSG00000027697	IFNGR1	0.100595515593018
ENSG00000027847	B4GALT7	0.0269250657277968
ENSG00000027869	SH2D2A	0.121538530745246
ENSG00000028116	VRK2	0.0216751451660193
ENSG00000028137	TNFRSF1B	0.165420724292644
ENSG00000028203	VEZT	0.0361294276101076
ENSG00000028277	POU2F2	0.161449419973572
ENSG00000028310	BRD9	0.0602102760504054
ENSG00000028528	SNX1	0.0576220293107519
ENSG00000028839	TBPL1	0.0778528763631865
ENSG00000029153	ARNTL2	0.000420188957539347
ENSG00000029363	BCLAF1	0.155334471507435
ENSG00000029364	SLC39A9	0.0134342096657724
ENSG00000029534	ANK1	0.0046929919710237
ENSG00000029639	TFB1M	0.0201039173654692
ENSG00000029725	RABEP1	0.0452106976806258
ENSG00000029993	HMGB3	0.0035898881406673
ENSG00000030066	NUP160	0.0667005872701476
ENSG00000030110	BAK1	0.0408285796234976
ENSG00000030419	IKZF2	0.0102929459133763
ENSG00000030582	GRN	0.234698042119931
ENSG00000031003	FAM13B	0.0339956799375631
ENSG00000031081	ARHGAP31	0.00407439957622678
ENSG00000031691	CENPQ	0.0166742445119317
ENSG00000031698	SARS	0.114438118857672
ENSG00000031823	RANBP3	0.0434476817284323
ENSG00000032219	ARID4A	0.0793865490726404
ENSG00000032389	TSSC1	0.0438267805636654
ENSG00000032444	PNPLA6	0.0415196572816348
ENSG00000032742	IFT88	0.0124906748204905
ENSG00000033011	ALG1	0.015308153743507
ENSG00000033030	ZCCHC8	0.0276885595993361
ENSG00000033050	ABCF2	0.0390674990546873
ENSG00000033100	CHPF2	0.0286462275196377
ENSG00000033122	LRRC7	0.00902598021336618
ENSG00000033170	FUT8	0.0204738108658623
ENSG00000033178	UBA6	0.053672867783315
ENSG00000033327	GAB2	0.00763966274182788
ENSG00000033627	ATP6V0A1	0.0204290591487288
ENSG00000033800	PIAS1	0.094741281775281
ENSG00000033867	SLC4A7	0.0361020996199253
ENSG00000034053	APBA2	0.0807013000446186
ENSG00000034152	MAP2K3	0.104344751373875
ENSG00000034510	TMSB10	0.507730357687747
ENSG00000034533	ASTE1	0.0263866273431934
ENSG00000034677	RNF19A	0.0462302789403074
ENSG00000034693	PEX3	0.0187612250069112
ENSG00000034713	GABARAPL2	0.269069205816026
ENSG00000035115	SH3YL1	0.123810654381331
ENSG00000035141	FAM136A	0.0575504669831689
ENSG00000035403	VCL	0.0487856264282629
ENSG00000035499	DEPDC1B	0.000711881169419157
ENSG00000035664	DAPK2	0.00415013336542226
ENSG00000035681	NSMAF	0.0359008212427921
ENSG00000035687	ADSS	0.0890243156368669
ENSG00000035720	STAP1	0.0199974106872488
ENSG00000035862	TIMP2	0.0367573848540945
ENSG00000035928	RFC1	0.0761894994088697
ENSG00000036054	TBC1D23	0.0204690447957503
ENSG00000036257	CUL3	0.0562399248862335
ENSG00000036448	MYOM2	0.330462956527164
ENSG00000036530	CYP46A1	0.00104850873067473
ENSG00000036549	ZZZ3	0.0242814972081553
ENSG00000036565	SLC18A1	0.000151151278104333
ENSG00000036672	USP2	0.000162380142875223
ENSG00000036828	CASR	0.00010437429529865
ENSG00000037042	TUBG2	0.00670384263207016
ENSG00000037241	RPL26L1	0.0548270728284626
ENSG00000037280	FLT4	0.00140744602381486
ENSG00000037474	NSUN2	0.0273997620830164
ENSG00000037637	FBXO42	0.0302102941485359
ENSG00000037749	MFAP3	0.0017673594543129
ENSG00000037757	MRI1	0.0315869252677899
ENSG00000037897	METTL1	0.0082252742684401
ENSG00000038002	AGA	0.0456981240767729
ENSG00000038210	PI4K2B	0.0132998183095819
ENSG00000038219	BOD1L1	0.0449545436036421
ENSG00000038274	MAT2B	0.144041281313356
ENSG00000038358	EDC4	0.000797293178146156
ENSG00000038382	TRIO	0.00524591544528321
ENSG00000038427	VCAN	0.434759965103138
ENSG00000038532	CLEC16A	0.00925651658008461
ENSG00000038945	MSR1	0.00420463550296636
ENSG00000039068	CDH1	0.000165521925956718
ENSG00000039123	SKIV2L2	0.0441946254181328
ENSG00000039319	ZFYVE16	0.0182899907117112
ENSG00000039523	FAM65A	0.0121562482088043
ENSG00000039560	RAI14	0.000431708058694658
ENSG00000039600	SOX30	8.10582130816642e-05
ENSG00000039650	PNKP	0.118019356447709
ENSG00000040199	PHLPP2	0.00579484936260487
ENSG00000040275	SPDL1	0.00757353368802163
ENSG00000040341	STAU2	0.0324952227209638
ENSG00000040487	PQLC2	0.00560482887144607
ENSG00000040531	CTNS	0.00586958100242042
ENSG00000040608	RTN4R	0.00266950182602108
ENSG00000040633	PHF23	0.0340032627433542
ENSG00000040933	INPP4A	0.073750609785131
ENSG00000041353	RAB27B	0.0150400846641319
ENSG00000041357	PSMA4	0.225796950457606
ENSG00000041515	MYO16	0.000954333361654079
ENSG00000041802	LSG1	0.0191836447297366
ENSG00000041880	PARP3	0.00781948891302831
ENSG00000041982	TNC	0.000157038655464225
ENSG00000041988	THAP3	0.0258803409963233
ENSG00000042062	FAM65C	0.00814171355115395
ENSG00000042088	TDP1	0.0205488227796251
ENSG00000042286	AIFM2	0.00384401173299169
ENSG00000042317	SPATA7	0.00529182756003431
ENSG00000042429	MED17	0.0692552762224462
ENSG00000042445	RETSAT	0.0103906128034415
ENSG00000042493	CAPG	0.10670075717353
ENSG00000042753	AP2S1	0.256420100341725
ENSG00000042813	ZPBP	6.78544193415471e-05
ENSG00000042832	TG	1.65182406093298e-05
ENSG00000042980	ADAM28	0.0624215147822322
ENSG00000043039	BARX2	0.00027032338352067
ENSG00000043093	DCUN1D1	0.0323363694162004
ENSG00000043143	JADE2	0.0539503920891594
ENSG00000043462	LCP2	0.115960546302626
ENSG00000043514	TRIT1	0.0114825502077223
ENSG00000043591	ADRB1	0.000289861740164538
ENSG00000044090	CUL7	0.00251441406833758
ENSG00000044115	CTNNA1	0.020345724167908
ENSG00000044446	PHKA2	0.0122226976278128
ENSG00000044459	CNTLN	0.00399836012660059
ENSG00000044574	HSPA5	0.121796565705341
ENSG00000046604	DSG2	0.000408553528881327
ENSG00000046647	GEMIN8	0.0137131841261216
ENSG00000046651	OFD1	0.127548065250483
ENSG00000046653	GPM6B	0.0470171401799111
ENSG00000046889	PREX2	6.74572124626474e-06
ENSG00000047056	WDR37	0.0357694828843095
ENSG00000047188	YTHDC2	0.0214176222813813
ENSG00000047230	CTPS2	0.00471495717579652
ENSG00000047249	ATP6V1H	0.0805274204677362
ENSG00000047315	POLR2B	0.133509176096805
ENSG00000047346	FAM214A	0.0236271353472695
ENSG00000047365	ARAP2	0.0544793748344587
ENSG00000047410	TPR	0.155636306110163
ENSG00000047457	CP	0.000383476499177054
ENSG00000047578	KIAA0556	0.00416333479863188
ENSG00000047579	DTNBP1	0.0628842188085972
ENSG00000047597	XK	0.000503179357696127
ENSG00000047621	C12orf4	0.011077066242822
ENSG00000047634	SCML1	0.0147372061359446
ENSG00000047644	WWC3	0.0200422682214039
ENSG00000047648	ARHGAP6	0.00133355259865594
ENSG00000047662	FAM184B	0.0741806596888866
ENSG00000047849	MAP4	0.0386277135222395
ENSG00000047932	GOPC	0.0386434549358025
ENSG00000048028	USP28	0.0280963167297634
ENSG00000048052	HDAC9	0.0233198120436807
ENSG00000048140	TSPAN17	0.027039851415742
ENSG00000048162	NOP16	0.0256444961179936
ENSG00000048342	CC2D2A	0.00122991867748551
ENSG00000048392	RRM2B	0.0103175401723496
ENSG00000048405	ZNF800	0.0629610675695218
ENSG00000048462	TNFRSF17	0.00652043974890899
ENSG00000048471	SNX29	0.0373268374523969
ENSG00000048540	LMO3	0.000241095524691148
ENSG00000048544	MRPS10	0.0771565060989135
ENSG00000048649	RSF1	0.121084558082191
ENSG00000048707	VPS13D	0.0214592010948076
ENSG00000048740	CELF2	0.292707290131427
ENSG00000048828	FAM120A	0.0674891094581409
ENSG00000048991	R3HDM1	0.028314930213505
ENSG00000049089	COL9A2	0.00585857431656309
ENSG00000049167	ERCC8	0.0109921193913208
ENSG00000049192	ADAMTS6	0.0106410312272129
ENSG00000049239	H6PD	0.016652007566816
