gene	sym	Variance
ENSG00000005436	GCFC2	0.0672016133729464
ENSG00000005448	WDR54	0.161159190830535
ENSG00000005469	CROT	0.0336257773307576
ENSG00000005471	ABCB4	0.025063665294688
ENSG00000005483	KMT2E	0.619398026234157
ENSG00000005486	RHBDD2	0.164812831829833
ENSG00000005513	SOX8	0.00363264200573565
ENSG00000005700	IBTK	0.109014351677344
ENSG00000005801	ZNF195	0.0601644942785472
ENSG00000005810	MYCBP2	0.345218943047317
ENSG00000005812	FBXL3	0.156115021359157
ENSG00000005844	ITGAL	0.279281649140871
ENSG00000005882	PDK2	0.0693560107940641
ENSG00000005884	ITGA3	0.00726830235256111
ENSG00000005889	ZFX	0.105382122620223
ENSG00000005893	LAMP2	0.145978733666451
ENSG00000005961	ITGA2B	0.0099462983317345
ENSG00000006007	GDE1	0.106991376084246
ENSG00000006015	C19orf60	0.518621952407759
ENSG00000006016	CRLF1	0.00123365520272759
ENSG00000006025	OSBPL7	0.0428096895134244
ENSG00000006042	TMEM98	0.000587619966939544
ENSG00000006047	YBX2	0.000305329395172154
ENSG00000006062	MAP3K14	0.0443151543108832
ENSG00000006071	ABCC8	0.000270483998804111
ENSG00000006116	CACNG3	5.25802080485891e-05
ENSG00000006118	TMEM132A	0.000607646295493536
ENSG00000006125	AP2B1	0.166893386848151
ENSG00000006128	TAC1	6.74351980967477e-05
ENSG00000006194	ZNF263	0.0925640767294537
ENSG00000006210	CX3CL1	0.000956185731780194
ENSG00000006282	SPATA20	0.0288365437284226
ENSG00000006327	TNFRSF12A	0.00619216156331214
ENSG00000006432	MAP3K9	0.00793869892270812
ENSG00000006451	RALA	0.107484279605194
ENSG00000006453	BAIAP2L1	0.00175934209980946
ENSG00000006459	KDM7A	0.0751995997572382
ENSG00000006468	ETV1	0.000312437558618332
ENSG00000006530	AGK	0.0617998977368054
ENSG00000006534	ALDH3B1	0.0379387085464478
ENSG00000006555	TTC22	0.0214101262263258
ENSG00000006576	PHTF2	0.0778079146427447
ENSG00000006606	CCL26	0.000800163445137743
ENSG00000006607	FARP2	0.0165565972362766
ENSG00000006625	GGCT	0.127951102283719
ENSG00000006634	DBF4	0.0877375455470815
ENSG00000006638	TBXA2R	0.0168299009259843
ENSG00000006652	IFRD1	0.177378118756471
ENSG00000006659	LGALS14	0.00164528277317919
ENSG00000006695	COX10	0.0352710735434354
ENSG00000006704	GTF2IRD1	0.0018015733768046
ENSG00000006712	PAF1	0.0795342581341615
ENSG00000006715	VPS41	0.0764646560375268
ENSG00000006740	ARHGAP44	0.00933075268908798
ENSG00000006744	ELAC2	0.0792841298975294
ENSG00000006747	SCIN	0.00216864322952495
ENSG00000006756	ARSD	0.0215547858971726
ENSG00000006757	PNPLA4	0.02986997823189
ENSG00000006831	ADIPOR2	0.0766517598990158
ENSG00000006837	CDKL3	0.00956030918192928
ENSG00000007038	PRSS21	0.0109156786331245
ENSG00000007047	MARK4	0.03541512646298
ENSG00000007080	CCDC124	0.238520417117667
ENSG00000007129	CEACAM21	0.0430664237751614
ENSG00000007168	PAFAH1B1	0.164985371807434
ENSG00000007174	DNAH9	0.000497603134613059
ENSG00000007202	KIAA0100	0.0500580165588399
ENSG00000007237	GAS7	0.0799548521651274
ENSG00000007255	TRAPPC6A	0.354225547191317
ENSG00000007264	MATK	0.529162564050261
ENSG00000007312	CD79B	0.693102897276149
ENSG00000007314	SCN4A	0.000688241918751848
ENSG00000007341	ST7L	0.0369932802770781
ENSG00000007350	TKTL1	0.043834814890997
ENSG00000007372	PAX6	0.000245687523924845
ENSG00000007376	RPUSD1	0.0970354311946876
ENSG00000007392	LUC7L	0.081183624171225
ENSG00000007402	CACNA2D2	0.0143249864798381
ENSG00000007516	BAIAP3	0.00852985242470465
ENSG00000007520	TSR3	0.206540256281286
ENSG00000007541	PIGQ	0.0431194951281197
ENSG00000007545	CRAMP1	0.0144076602182571
ENSG00000007866	TEAD3	0.00114767682941341
ENSG00000007923	DNAJC11	0.0316040787160107
ENSG00000007944	MYLIP	0.37213477989217
ENSG00000007968	E2F2	0.00327042980906663
ENSG00000008018	PSMB1	0.591841667642512
ENSG00000008056	SYN1	0.00257083152985731
ENSG00000008083	JARID2	0.128542215601576
ENSG00000008086	CDKL5	0.00809385986252983
ENSG00000008128	CDK11A	0.167809999863113
ENSG00000008130	NADK	0.145077203464747
ENSG00000008226	DLEC1	0.00238548833268695
ENSG00000008256	CYTH3	0.0177712919849263
ENSG00000008277	ADAM22	0.00434686561131216
ENSG00000008282	SYPL1	0.329426456657256
ENSG00000008283	CYB561	0.0509869765193562
ENSG00000008294	SPAG9	0.0918676313641767
ENSG00000008300	CELSR3	0.00225972887869961
ENSG00000008311	AASS	0.00420541092543456
ENSG00000008323	PLEKHG6	0.00110828902312654
ENSG00000008324	SS18L2	0.324747720334582
ENSG00000008382	MPND	0.0395705114458445
ENSG00000008394	MGST1	0.113760380447809
ENSG00000008405	CRY1	0.0600071773214259
ENSG00000008438	PGLYRP1	0.000113480927464965
ENSG00000008441	NFIX	0.0102027016992065
ENSG00000008513	ST3GAL1	0.227606552507087
ENSG00000008516	MMP25	0.00589074554256589
ENSG00000008517	IL32	1.58910187915322
ENSG00000008710	PKD1	0.0307965826521069
ENSG00000008735	MAPK8IP2	0.000299699749055247
ENSG00000008838	MED24	0.0618538041176103
ENSG00000008853	RHOBTB2	0.0134698251389353
ENSG00000008869	HEATR5B	0.0562638734487284
ENSG00000008952	SEC62	0.673638513615029
ENSG00000008988	RPS20	0.375093076087708
ENSG00000009307	CSDE1	0.583903983603022
ENSG00000009335	UBE3C	0.0673966664548952
ENSG00000009413	REV3L	0.103129598300038
ENSG00000009694	TENM1	0.00616600280053396
ENSG00000009724	MASP2	0.000342356810843265
ENSG00000009765	IYD	0.00108150447424509
ENSG00000009780	FAM76A	0.0912000357382531
ENSG00000009790	TRAF3IP3	0.793694991080726
ENSG00000009830	POMT2	0.0028951703007126
ENSG00000009844	VTA1	0.0967766046355263
ENSG00000009950	MLXIPL	0.00248703177887662
ENSG00000009954	BAZ1B	0.121883595424186
ENSG00000010017	RANBP9	0.0598260491919692
ENSG00000010030	ETV7	0.0109699642971835
ENSG00000010072	SPRTN	0.111575492215747
ENSG00000010165	METTL13	0.0558937622412207
ENSG00000010219	DYRK4	0.0716442871464522
ENSG00000010244	ZNF207	0.52182594015216
ENSG00000010256	UQCRC1	0.289238934893259
ENSG00000010270	STARD3NL	0.211765275650349
ENSG00000010278	CD9	0.0423152332126726
ENSG00000010292	NCAPD2	0.0294824341587228
ENSG00000010295	IFFO1	0.0736082023137321
ENSG00000010310	GIPR	0.0066150587418615
ENSG00000010318	PHF7	0.0373731033220519
ENSG00000010319	SEMA3G	0.000337339834525873
ENSG00000010322	NISCH	0.0880633128282715
ENSG00000010327	STAB1	0.0238855516740686
ENSG00000010361	FUZ	0.0368438486420088
ENSG00000010379	SLC6A13	0.000246887887990065
ENSG00000010404	IDS	0.337746359238749
ENSG00000010438	PRSS3	0.000893637681292432
ENSG00000010539	ZNF200	0.0441724336518542
ENSG00000010610	CD4	0.211678620815967
ENSG00000010626	LRRC23	0.0462037558591669
ENSG00000010671	BTK	0.141430044909029
ENSG00000010704	HFE	0.00924369463282195
ENSG00000010803	SCMH1	0.0315900756210405
ENSG00000010810	FYN	0.566590402914874
ENSG00000010818	HIVEP2	0.0431077433911013
ENSG00000010932	FMO1	0.000737752082509517
ENSG00000011007	TCEB3	0.0797586820670166
ENSG00000011009	LYPLA2	0.199655577323106
ENSG00000011021	CLCN6	0.0272536134595836
ENSG00000011028	MRC2	0.00171951416002578
ENSG00000011052	NME1-NME2	0.000507395067880846
ENSG00000011105	TSPAN9	0.00196529844768887
ENSG00000011114	BTBD7	0.0867243442213662
ENSG00000011132	APBA3	0.0739014973812349
ENSG00000011143	MKS1	0.019391300630693
ENSG00000011198	ABHD5	0.0571925881504415
ENSG00000011201	ANOS1	0.000127030387767046
ENSG00000011243	AKAP8L	0.135023441543721
ENSG00000011258	MBTD1	0.0388758789115433
ENSG00000011260	UTP18	0.158613569769409
ENSG00000011275	RNF216	0.160287514333847
ENSG00000011295	TTC19	0.418011424695719
ENSG00000011304	PTBP1	0.295530523254088
ENSG00000011332	DPF1	0.000701739921438795
ENSG00000011376	LARS2	0.0110690673357857
ENSG00000011405	PIK3C2A	0.0490978602492618
ENSG00000011422	PLAUR	0.0855023359645046
ENSG00000011426	ANLN	0.000602803803544986
ENSG00000011451	WIZ	0.0169967592119992
ENSG00000011454	RABGAP1	0.0565172892469375
ENSG00000011478	QPCTL	0.00581508100700699
ENSG00000011485	PPP5C	0.0669021738381554
ENSG00000011523	CEP68	0.0925850812498919
ENSG00000011566	MAP4K3	0.00924758518180829
ENSG00000011590	ZBTB32	0.0166777091468518
ENSG00000011600	TYROBP	2.10904715959345
ENSG00000011638	TMEM159	0.0461695082612569
ENSG00000011677	GABRA3	0.000268900257101585
ENSG00000012048	BRCA1	0.0143270545333362
ENSG00000012061	ERCC1	0.212826243576996
ENSG00000012124	CD22	0.187794231313425
ENSG00000012171	SEMA3B	0.0006222068755495
ENSG00000012174	MBTPS2	0.0275158820418054
ENSG00000012211	PRICKLE3	0.00959890757796398
ENSG00000012223	LTF	0.000222268684223281
ENSG00000012232	EXTL3	0.0261003764025616
ENSG00000012660	ELOVL5	0.326231873256912
ENSG00000012779	ALOX5	0.11573367573956
ENSG00000012817	KDM5D	0.124714270016863
ENSG00000012822	CALCOCO1	0.155919004949573
ENSG00000012963	UBR7	0.0417724922378128
ENSG00000012983	MAP4K5	0.0560054538878565
ENSG00000013016	EHD3	0.00854161089749638
ENSG00000013275	PSMC4	0.230282820123485
ENSG00000013288	MAN2B2	0.0562944304297993
ENSG00000013293	SLC7A14	0.00202796199517832
ENSG00000013297	CLDN11	3.17202362145153e-05
ENSG00000013306	SLC25A39	0.275508779103653
ENSG00000013364	MVP	0.248604544933711
ENSG00000013374	NUB1	0.207274874848771
ENSG00000013375	PGM3	0.0229135434252722
ENSG00000013392	RWDD2A	0.0142316187931227
ENSG00000013441	CLK1	0.397287675324103
ENSG00000013503	POLR3B	0.0116640156135858
ENSG00000013523	ANGEL1	0.0136961651049753
ENSG00000013561	RNF14	0.0833179959660461
ENSG00000013563	DNASE1L1	0.0481269661902569
ENSG00000013573	DDX11	0.0533182020429275
ENSG00000013583	HEBP1	0.0993383000773304
ENSG00000013619	MAMLD1	0.000949491950065676
ENSG00000013725	CD6	0.376623011715969
ENSG00000013810	TACC3	0.136381960067956
ENSG00000014123	UFL1	0.104698473202555
ENSG00000014138	POLA2	0.0233502832298927
ENSG00000014164	ZC3H3	0.0651035024562874
ENSG00000014216	CAPN1	0.282071460537126
ENSG00000014257	ACPP	0.00716133676472354
ENSG00000014641	MDH1	0.270126144451877
ENSG00000014824	SLC30A9	0.0623036278280899
ENSG00000014914	MTMR11	0.0531164868191336
ENSG00000014919	COX15	0.0474491293403211
ENSG00000015133	CCDC88C	0.313107216141694
ENSG00000015153	YAF2	0.200350610130793
ENSG00000015171	ZMYND11	0.0835997034835976
ENSG00000015285	WAS	0.50216445931306
ENSG00000015475	BID	0.249972108938409
ENSG00000015479	MATR3	0.0152129001513343
ENSG00000015532	XYLT2	0.0265657630794467
ENSG00000015568	RGPD5	0.0112115074647996
ENSG00000015592	STMN4	0.000146598259278584
ENSG00000015676	NUDCD3	0.145032957009891
ENSG00000016082	ISL1	9.05954900414225e-05
ENSG00000016391	CHDH	0.00279865423521534
ENSG00000016864	GLT8D1	0.102764663543026
ENSG00000017260	ATP2C1	0.0552235154388104
ENSG00000017427	IGF1	7.94829429152685e-05
ENSG00000017483	SLC38A5	0.0418420041212856
ENSG00000017797	RALBP1	0.231217477384496
ENSG00000018189	RUFY3	0.0381559605544684
ENSG00000018236	CNTN1	0.000268085723138135
ENSG00000018280	SLC11A1	0.168442842470576
ENSG00000018408	WWTR1	0.000457440540581371
ENSG00000018510	AGPS	0.0688129926431191
ENSG00000018610	CXorf56	0.0431330745658806
ENSG00000018625	ATP1A2	0.000221562489240965
ENSG00000018699	TTC27	0.027440515178441
ENSG00000018869	ZNF582	0.0167945165096936
ENSG00000019102	VSIG2	0.00151285538455491
ENSG00000019144	PHLDB1	0.00412089669546051
ENSG00000019169	MARCO	0.0138326316087342
ENSG00000019186	CYP24A1	0.000101298150119781
ENSG00000019485	PRDM11	0.00412150930210983
ENSG00000019582	CD74	2.44327248399012
ENSG00000019991	HGF	0.0102769820652646
ENSG00000019995	ZRANB1	0.0403503054810238
ENSG00000020129	NCDN	0.0224096937300148
ENSG00000020181	ADGRA2	0.00261529488628629
ENSG00000020256	ZFP64	0.0242800777636287
ENSG00000020426	MNAT1	0.0884426789390319
ENSG00000020577	SAMD4A	0.0301738868733274
ENSG00000020633	RUNX3	0.385542216056651
ENSG00000020922	MRE11A	0.0880053413200213
ENSG00000021300	PLEKHB1	0.0823464695144982
ENSG00000021355	SERPINB1	0.500893980708482
ENSG00000021461	CYP3A43	0.000818546349303116
ENSG00000021574	SPAST	0.0389263916778651
ENSG00000021645	NRXN3	0.000228105518009135
ENSG00000021762	OSBPL5	0.0615024922060659
ENSG00000021776	AQR	0.0824199172605698
ENSG00000021826	CPS1	0.00215700059829374
ENSG00000022267	FHL1	0.0618276311403274
ENSG00000022277	RTFDC1	0.363110838400233
ENSG00000022556	NLRP2	0.0075373795892786
ENSG00000022567	SLC45A4	0.00640400450814583
ENSG00000022840	RNF10	0.248052875155797
ENSG00000022976	ZNF839	0.0177649250558569
ENSG00000023041	ZDHHC6	0.1469544692112
ENSG00000023171	GRAMD1B	0.00629356306671416
ENSG00000023191	RNH1	0.457283228762097
ENSG00000023228	NDUFS1	0.0803529743711208
ENSG00000023287	RB1CC1	0.144803791030012
ENSG00000023318	ERP44	0.279225829184335
ENSG00000023330	ALAS1	0.0428661063360926
ENSG00000023445	BIRC3	0.407066436890145
ENSG00000023516	AKAP11	0.0576258372732568
ENSG00000023572	GLRX2	0.0443627692882103
ENSG00000023608	SNAPC1	0.0403986726477221
ENSG00000023697	DERA	0.0888872928760888
ENSG00000023734	STRAP	0.375532952745543
ENSG00000023839	ABCC2	0.000782446854884953
ENSG00000023892	DEF6	0.318530376418232
ENSG00000023902	PLEKHO1	0.235847506965984
ENSG00000023909	GCLM	0.101540960273557
ENSG00000024048	UBR2	0.114914328495722
ENSG00000024422	EHD2	7.86684333958123e-05
ENSG00000024526	DEPDC1	0.0004085073236637
ENSG00000024862	CCDC28A	0.151234364643104
ENSG00000025039	RRAGD	0.0124318186015962
ENSG00000025156	HSF2	0.0572839433053357
ENSG00000025293	PHF20	0.377527480961385
ENSG00000025423	HSD17B6	0.00169994654019795
ENSG00000025434	NR1H3	0.0151116504066998
ENSG00000025708	TYMP	0.623866810212937
ENSG00000025770	NCAPH2	0.0813636032356254
ENSG00000025772	TOMM34	0.0449089418502271
ENSG00000025796	SEC63	0.192410967882362
ENSG00000025800	KPNA6	0.144997828341681
ENSG00000026025	VIM	1.19215403347655
ENSG00000026036	RTEL1-TNFRSF6B	0.000136709591437586
ENSG00000026103	FAS	0.0603385759252876
ENSG00000026297	RNASET2	0.732031387658913
ENSG00000026508	CD44	0.820956092310068
ENSG00000026559	KCNG1	0.0264657419373994
ENSG00000026652	AGPAT4	0.0402805959693468
ENSG00000026751	SLAMF7	0.109991854200144
ENSG00000026950	BTN3A1	0.178527586299856
ENSG00000027001	MIPEP	0.0203663434464917
ENSG00000027075	PRKCH	0.475066919680604
ENSG00000027644	INSRR	0.000257980602935966
ENSG00000027697	IFNGR1	0.263319691798992
ENSG00000027847	B4GALT7	0.0696132473126594
ENSG00000027869	SH2D2A	0.291448879797605
ENSG00000028116	VRK2	0.0586147578207814
ENSG00000028137	TNFRSF1B	0.397727427544586
ENSG00000028203	VEZT	0.0890778761282362
ENSG00000028277	POU2F2	0.350529857001361
ENSG00000028310	BRD9	0.152556369352095
ENSG00000028528	SNX1	0.151887883598098
ENSG00000028839	TBPL1	0.201412990650906
ENSG00000029153	ARNTL2	0.0010764954996356
ENSG00000029363	BCLAF1	0.361918797982846
ENSG00000029364	SLC39A9	0.0393058291018941
ENSG00000029534	ANK1	0.0109461954329569
ENSG00000029639	TFB1M	0.050300830126748
ENSG00000029725	RABEP1	0.114623730593799
ENSG00000029993	HMGB3	0.0106651846014629
ENSG00000030066	NUP160	0.157305327985664
ENSG00000030110	BAK1	0.109701796793589
ENSG00000030419	IKZF2	0.0296777820271747
ENSG00000030582	GRN	0.470949606866198
ENSG00000031003	FAM13B	0.0897758193071856
ENSG00000031081	ARHGAP31	0.0116328249244492
ENSG00000031691	CENPQ	0.0426995503923219
ENSG00000031698	SARS	0.278951068597644
ENSG00000031823	RANBP3	0.109358872172663
ENSG00000032219	ARID4A	0.19490908640795
ENSG00000032389	TSSC1	0.110708968690719
ENSG00000032444	PNPLA6	0.113559534149507
ENSG00000032742	IFT88	0.0316071731770373
ENSG00000033011	ALG1	0.0406817295089803
ENSG00000033030	ZCCHC8	0.0741546032946821
ENSG00000033050	ABCF2	0.0978481375611243
ENSG00000033100	CHPF2	0.0771944940026935
ENSG00000033122	LRRC7	0.0228054349478274
ENSG00000033170	FUT8	0.0491559390622546
ENSG00000033178	UBA6	0.139765163130954
ENSG00000033327	GAB2	0.0230819109576349
ENSG00000033627	ATP6V0A1	0.0547703204260102
ENSG00000033800	PIAS1	0.230538108845649
ENSG00000033867	SLC4A7	0.0925219300025751
ENSG00000034053	APBA2	0.170539839528785
ENSG00000034152	MAP2K3	0.272673815146766
ENSG00000034510	TMSB10	0.228466567521533
ENSG00000034533	ASTE1	0.066524575224548
ENSG00000034677	RNF19A	0.120145492578537
ENSG00000034693	PEX3	0.0466823891873894
ENSG00000034713	GABARAPL2	0.582377494999811
ENSG00000035115	SH3YL1	0.247033871121413
ENSG00000035141	FAM136A	0.148199968763497
ENSG00000035403	VCL	0.134563824862304
ENSG00000035499	DEPDC1B	0.0023891784561797
ENSG00000035664	DAPK2	0.0120816350125374
ENSG00000035681	NSMAF	0.0929343767813887
ENSG00000035687	ADSS	0.226222021173307
ENSG00000035720	STAP1	0.0460338384569685
ENSG00000035862	TIMP2	0.0993586336275865
ENSG00000035928	RFC1	0.188622632752086
ENSG00000036054	TBC1D23	0.055058737413582
ENSG00000036257	CUL3	0.148463743950144
ENSG00000036448	MYOM2	0.482603160735803
ENSG00000036530	CYP46A1	0.00285570001453471
ENSG00000036549	ZZZ3	0.0609014443738261
ENSG00000036565	SLC18A1	0.00104025490548497
ENSG00000036672	USP2	0.000281118301653647
ENSG00000036828	CASR	0.000175422410539507
ENSG00000037042	TUBG2	0.0164422663799585
ENSG00000037241	RPL26L1	0.139692276646555
ENSG00000037280	FLT4	0.00320405282501693
ENSG00000037474	NSUN2	0.0717646748029137
ENSG00000037637	FBXO42	0.0794439754782909
ENSG00000037749	MFAP3	0.00484612467427518
ENSG00000037757	MRI1	0.076564045755018
ENSG00000037897	METTL1	0.0186250965168722
ENSG00000038002	AGA	0.113848864268884
ENSG00000038210	PI4K2B	0.0329104208857979
ENSG00000038219	BOD1L1	0.11559865189997
ENSG00000038274	MAT2B	0.339030481211079
ENSG00000038358	EDC4	0.00244763676288091
ENSG00000038382	TRIO	0.016472289827282
ENSG00000038427	VCAN	0.584577460654583
ENSG00000038532	CLEC16A	0.0251393180212982
ENSG00000038945	MSR1	0.0133949167732974
ENSG00000039068	CDH1	0.000535452246789204
ENSG00000039123	SKIV2L2	0.110595053313293
ENSG00000039319	ZFYVE16	0.0513883083700141
ENSG00000039523	FAM65A	0.0345298470693334
ENSG00000039560	RAI14	0.00123332979146225
ENSG00000039600	SOX30	0.000201712049022396
ENSG00000039650	PNKP	0.289458485697268
ENSG00000040199	PHLPP2	0.0159159660196843
ENSG00000040275	SPDL1	0.0199326798209472
ENSG00000040341	STAU2	0.0854347715627398
ENSG00000040487	PQLC2	0.0161064203865739
ENSG00000040531	CTNS	0.0164526307629837
ENSG00000040608	RTN4R	0.00685156632993975
ENSG00000040633	PHF23	0.0902220403402049
ENSG00000040933	INPP4A	0.189746204615363
ENSG00000041353	RAB27B	0.0447773927364551
ENSG00000041357	PSMA4	0.511250273776601
ENSG00000041515	MYO16	0.00207299221374349
ENSG00000041802	LSG1	0.0493998860239011
ENSG00000041880	PARP3	0.0199957409373758
ENSG00000041982	TNC	0.000486437711223291
ENSG00000041988	THAP3	0.0675769605667926
ENSG00000042062	FAM65C	0.0197904246748387
ENSG00000042088	TDP1	0.0522026457319368
ENSG00000042286	AIFM2	0.0101166926308844
ENSG00000042317	SPATA7	0.0138864176044536
ENSG00000042429	MED17	0.169784490380493
ENSG00000042445	RETSAT	0.0280288599449426
ENSG00000042493	CAPG	0.240064869638278
ENSG00000042753	AP2S1	0.56970216303053
ENSG00000042813	ZPBP	0.000164848052078306
ENSG00000042832	TG	6.28343373332092e-05
ENSG00000042980	ADAM28	0.129959491165431
ENSG00000043039	BARX2	0.000842949239450821
ENSG00000043093	DCUN1D1	0.0874065713281777
ENSG00000043143	JADE2	0.134958697904312
ENSG00000043462	LCP2	0.285837023871255
ENSG00000043514	TRIT1	0.0300833453632105
ENSG00000043591	ADRB1	0.00103076577422599
ENSG00000044090	CUL7	0.00668246228932501
ENSG00000044115	CTNNA1	0.0623180555307841
ENSG00000044446	PHKA2	0.0327388546364516
ENSG00000044459	CNTLN	0.0128752263537697
ENSG00000044574	HSPA5	0.296703273448876
ENSG00000046604	DSG2	0.0010501828017983
ENSG00000046647	GEMIN8	0.0363624485515488
ENSG00000046651	OFD1	0.29635763767092
ENSG00000046653	GPM6B	0.114759317443518
ENSG00000046889	PREX2	7.60040670629821e-05
ENSG00000047056	WDR37	0.093568857592401
ENSG00000047188	YTHDC2	0.0559423481085315
ENSG00000047230	CTPS2	0.012439927410888
ENSG00000047249	ATP6V1H	0.202065991860827
ENSG00000047315	POLR2B	0.320917480947382
ENSG00000047346	FAM214A	0.0606720406369267
ENSG00000047365	ARAP2	0.145819697943777
ENSG00000047410	TPR	0.348505527921861
ENSG00000047457	CP	0.000930619544395435
ENSG00000047578	KIAA0556	0.0116904412188942
ENSG00000047579	DTNBP1	0.160020171942451
ENSG00000047597	XK	0.00146043667273046
ENSG00000047621	C12orf4	0.030308586470199
ENSG00000047634	SCML1	0.0331279310165761
ENSG00000047644	WWC3	0.0533323683980558
ENSG00000047648	ARHGAP6	0.00404974874526768
ENSG00000047662	FAM184B	0.170397677240689
ENSG00000047849	MAP4	0.101630964351328
ENSG00000047932	GOPC	0.10075735436529
ENSG00000048028	USP28	0.0822639186462143
ENSG00000048052	HDAC9	0.0593643223662732
ENSG00000048140	TSPAN17	0.0734926156477862
ENSG00000048162	NOP16	0.0638333347813695
ENSG00000048342	CC2D2A	0.00338833134617332
ENSG00000048392	RRM2B	0.0295932420467828
ENSG00000048405	ZNF800	0.160057000642066
ENSG00000048462	TNFRSF17	0.0141904327082459
ENSG00000048471	SNX29	0.0927821597343496
ENSG00000048540	LMO3	0.000698603534678658
ENSG00000048544	MRPS10	0.190353203151216
ENSG00000048649	RSF1	0.288029023658438
ENSG00000048707	VPS13D	0.0566528062969018
ENSG00000048740	CELF2	0.614592540405874
ENSG00000048828	FAM120A	0.17994403832332
ENSG00000048991	R3HDM1	0.0718769173660193
ENSG00000049089	COL9A2	0.017070269407264
ENSG00000049167	ERCC8	0.0290044636226091
ENSG00000049192	ADAMTS6	0.0241179759172409
ENSG00000049239	H6PD	0.0462602146174916
ENSG00000049245	VAMP3	0.143359722220408
ENSG00000049246	PER3	0.0230192651001812
ENSG00000049247	UTS2	0.0170357956627911
ENSG00000049249	TNFRSF9	0.00993608141661429
ENSG00000049323	LTBP1	0.00363889280071531
